SourcePort,DestinationPort,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,Label
53435,443,107.06132265479631,61478,574.4304261322362,65434,610.8948526970848,8174.574227538675,90.40544295921865,136.3810823509133,96.7381904071582,54,1.3199531269382074,0.911132231506916,0.6628905222506226,809.2516649175943,28.233038130498684,53.214829476123406,49.92615170307588,22.2506453094406,0.2450422427466069,1.0920486026799494,0.5320198404946301,0.000921837826717,0.0296988295635491,0.0259822368660337,0.0245135186990727,0.0268993572456397,0.1419894457241367,-0.0699921570008333,1.1311677402475049,Benign
50232,443,116.04222457183872,168519,1450.903756828794,370159,3187.649633297711,10523.692923933528,102.57063088226178,178.1627674761727,165.0,68,0.385352745632868,1.074408226461997,0.5757462312505884,1166.4165848236387,34.11019520703488,57.90793379585135,58.4635076515118,0.0,-0.0519805041964454,1.6998463326233115,0.5886700790104282,0.0001074587092713,0.0103510208787576,0.017057783409443,0.0154690601163024,0.0153246986225726,0.4563988125861937,0.1662089949709687,0.6063882383472607,Malicious
50200,443,33.465125767837854,1875,56.03381500701244,4964,148.36683144587298,123394.3680023767,351.2753450120959,213.73865367823757,76.0,68,1.176330668094655,0.4148843796942978,1.6434806754874898,173.02121157739754,13.153100444774614,7.674268179612031,0.0661590493997301,0.0,1.735219245902144,0.5834371314550666,1.7140006756886974,7.8569183429287e-05,0.0087548776949901,0.0101861929743826,0.0152875607334584,7.454767081440546e-05,-1.829585048428376,1.1675520918563562,0.8543310309642946,Malicious
52732,443,3.385189797453592,350,1965.304774777746,350,2357.599482986141,255.6139093761185,8.183764140197496,62.8779379316027,61.54815762594258,55,0.0508370706835834,0.99375947033685,0.110624955840586,5.167724099333867,0.4489504420439036,2.916271609869554,3.0273495287816417,0.0,-0.0281123775444102,1.2081489726467138,0.9687449389115508,5.870440320965959e-05,0.0014693531479847,0.0272885826768327,0.0269979842482341,0.0269972486990229,-9.610404625379058,-9.624933394166597,0.0421978902915192,Benign
52219,443,111.80977144182005,40015,363.6924120015128,40761,372.1079346217431,7526.794517968193,86.74108299596129,133.7438070040784,89.0,54,1.5480375306261898,0.91965985935503,0.6485581292734905,1029.9275753148836,31.28390433459945,46.16485135666396,38.34038257377918,0.8061797061851516,0.7055073074216749,1.48992536036492,0.6681041302493544,0.0011309940421938,0.03301432008072,0.0308673318985793,0.0269250901763478,0.0268916575900778,0.3362682722879303,0.1133733281157514,1.0606673703280414,Benign
52731,443,119.56115577046478,54455,457.2831726614668,60066,503.8449152975829,8277.633586475125,90.98018952440928,136.13576085473062,89.0,54,1.5542472357738395,0.9027927869927728,0.668300013030001,978.816840447992,31.228726733867504,56.87465728334565,55.6293526385789,72.68922186998465,0.1103380677985866,-0.4732540543553856,0.5486299814773568,0.0008563692119978,0.0292159708014138,0.0264699113348484,0.026827705633891,0.0269105351441523,-0.0408655351001247,-0.0164998528462191,1.1029015777908615,Benign
52742,443,44.890412,163,3.631064914,357,7.952700456,168.25,12.97112177,65.0,60.0,54,1.156415017,0.848037679,0.19955572,377.230735,19.42242866,33.65413675,44.863056,44.863056,-1.731336402,-0.577112134,0.577118611,9e-12,3e-06,0.027021,0.027021,0.027018,0.0,1.0,0.000111025,Benign
443,33926,120.64712920235844,78482,650.5154187594119,46096,382.0734564184031,9238.412171713138,95.949199831141,123.07795431103008,87.0,87,1.1297043280525094,0.3765681096841698,0.7792213278517283,1236.169565135301,35.15770529110875,55.41339268870384,55.75199173750399,0.0,-0.0278247802818411,1.5766603421461698,0.6350310209842066,1.226734522357328e-06,0.0009894212455128,0.0001097661752152,3.468055375773663e-05,2.3296286707928715e-05,0.3744940783098736,0.23927168325171,7.854773413017544,Malicious
52517,443,98.8348060557948,78479,794.7369331241478,81230,822.5046037902489,7732.308935519999,87.92669428144619,135.49821065756217,89.3038618672454,54,1.5771419574669276,0.926934904815321,0.648891084596613,712.1371966282845,26.67708818026591,54.33130994979844,56.83703739088066,29.55698085590435,-0.2826754429030989,0.9285358480337954,0.491044080515598,0.0007887505225446,0.0280499359063535,0.0223866566286134,0.0202253742080483,0.0003615907349153,0.2315729763771247,0.7892914003570125,1.2524290835570342,Benign
50207,443,33.88983893001236,1874,55.326218474214336,4963,146.47498189724635,123395.49333026074,351.2769468843153,213.71791497365632,76.0,68,1.176148189249702,0.4148234496133006,1.6436476434610852,177.5046313592459,13.323051488487703,7.807719218106956,0.0656988221481263,0.0,1.7432958246829042,0.5860299491943609,1.7063982068856622,0.0001117003940144,0.010566857093339,0.0113127247029864,0.0153733042422758,7.193319789250588e-05,-1.153861612193009,1.06407037512023,0.9339773698657582,Malicious
