SourcePort,DestinationPort,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
55268,443,120.892863,39956,330.50751722208776,70650,584.4017442121459,12444.750192241943,111.55604059055676,124.6967305524239,87.0,87,1.013752290405732,0.337917430135244,0.8946188091407684,1006.3546997546684,31.72309410752155,64.03870579932357,65.290486,0.0,-0.1183787618351805,2.018677799279988,0.4953737542250056,0.435591335439947,0.6599934359067119,0.1785312780487804,0.002307,1.1e-05,0.801027412371216,0.2704879599348224,3.6967944391591736,True
443,55268,120.639963,79416,658.2893265642,46755,387.55814273583616,8069.990050850592,89.83312335019077,121.31826923076925,87.0,87,1.1460673285394465,0.3820224428464821,0.740474818176906,1207.86717899444,34.75438359393589,56.60667161538461,55.776013,0.0,0.0717024901166326,1.6287635043903246,0.6139626761678442,7.4345829797e-06,0.0027266431705964,0.0002353729508196,3.15e-05,2.6e-05,0.22431202551716,0.0767878074687248,11.584352242265128,True
443,55268,120.690013,77836,644.9249450325273,46200,382.79886505605066,9645.9350425867,98.21372125414402,123.17378351539226,87.0,87,1.104951010514713,0.3683170035049043,0.797358970806242,1239.247253536836,35.202943819187,56.870347484607755,55.78391,0.0,0.0925863606908574,1.6154997654943606,0.6190034943731415,4.6277577865394875e-09,6.80276251719e-05,4.07925311203e-05,3.2e-05,2e-05,0.387748261008828,0.3056483460618589,1.6676490353420124,True
443,55268,120.673598,78497,650.4902588551308,46742,387.34239116662445,13338.264242433152,115.49140332697128,128.31864754098362,87.0,87,1.0732915096028002,0.3577638365342667,0.9000360083290665,1229.8963639727715,35.06987829994241,57.46328694262295,55.8061575,0.0,0.1417566461266281,1.6385368221456678,0.6103005965349607,6.325813551756885e-07,0.0007953498319454,0.0001061111111111,3.8e-05,1.9e-05,0.2569100100688051,0.1095255290342268,7.495443442418048,True
443,55268,120.681791,78652,651.7304669434347,46294,383.6038528795119,8396.058692323186,91.63000978021984,121.77972709551656,87.0,87,1.1387009729324875,0.3795669909774958,0.7524241675164116,1187.5589936698614,34.46097783972273,57.01001544054581,55.808215,0.0,0.1046227225009711,1.654335396566463,0.6044723470678788,9.639034971996448e-08,0.0003104679528066,7.28140495867e-05,3.3e-05,2.1e-05,0.3847165147982533,0.1668901705260439,4.263846806606553,True
443,55268,40.226932,29805,740.9215298845062,17624,438.1144453173809,8255.135145512288,90.85777427117776,120.99234693877553,87.0,87,1.1223810140006487,0.3741270046668829,0.7509381921251065,168.91042908794765,12.99655450832826,18.883926622448975,18.654022,0.0,0.0530689781591703,1.452994838774235,0.6882336903850343,9.737306238185256e-10,3.12046570854e-05,3.81739130434e-05,3.45e-05,5.5e-05,0.353208147753858,-0.5392171723106236,0.817434069435778,True
443,63916,1.906338,629981,330466.5804280248,12697,6660.413840567622,438855.7665281875,662.4618981708967,1026.6421725239616,1514.0,1514,-2.207030300859569,-0.7356767669531897,0.6452704904399736,0.2839524693903226,0.5328719071130722,0.9393974712460064,0.990129,0.854941,-0.2856119533238708,0.1584930076414879,0.5672486071378037,3.2974771442e-05,0.0057423663625778,0.0006906554054054,1.8e-05,1.7e-05,0.3514171839273454,0.1173132055445851,8.314372576592145,False
63914,443,1.767017,11702,6622.460338525322,408820,231361.66771457208,484964.4199239609,696.3938683848106,916.1699346405228,1514.0,1514,-2.575396305883888,-0.858465435294629,0.760114299819339,0.2415468206592329,0.4914741302034451,0.8974810130718954,0.702351,0.18886,1.1910902390190197,1.4418276965637289,0.5476150726812914,0.0020229696050929,0.0449774343987399,0.0110315041322314,0.000301,2.3e-05,0.715725848462269,0.2447561600476661,4.077180578424181,False
63918,443,2.151764,34146,15868.84063493952,1407144,653949.039021008,468586.3430015446,684.5336682746471,986.5092402464064,1514.0,1514,-2.3117522959087884,-0.7705840986362629,0.6938948368123413,0.552839187101178,0.7435315642937951,1.3153473004791238,1.50029,0.021816,-0.7462065165849455,1.7397126935797504,0.5652739500989274,3.98681461962e-05,0.0063141227574584,0.0023213032581453,0.000407,2.6e-05,0.9095340706913484,0.363518947336598,2.7200766359597632,False
63917,443,1.808925,11290,6241.275895905025,449611,248551.48776206863,475393.3134819358,689.4877181516258,974.4207188160676,1514.0,1514,-2.34773992478256,-0.7825799749275201,0.707587292467838,0.4059997469872294,0.637181094342283,1.1662225391120509,1.471534,0.239285,-1.4374789063842235,1.4547473980985934,0.5463632136859795,0.0035990558449522,0.0599921315253276,0.0083551037037037,0.000295,1.8e-05,0.4030580427185289,0.1389699530876632,7.180297654322821,False
63919,443,1.655435,13147,7941.719245998787,1210089,730979.4706527287,343148.3860284506,585.7886871803266,1199.2509803921569,1514.0,1514,-1.6119243670761714,-0.5373081223587238,0.4884621290772452,0.1144385638954682,0.3382876939758055,0.5228928274509803,0.574549,0.292127,-0.4580968223400471,0.6821585046114177,0.6469541676922675,0.0014883847661646,0.0385795900206914,0.0068214840425531,0.0008815,2.9e-05,0.4619010237823198,0.176064184168628,5.655600713866313,False
443,63915,1.966859,1407161,715435.6260413177,48636,24727.751201280826,495536.2201803489,703.9433359158597,882.3012121212121,1514.0,1514,-2.6921149287829595,-0.8973716429276533,0.7978492222893498,0.2677788644985811,0.5174735399018786,1.1553859012121213,0.956079,0.490196,1.1554614053304815,1.2854568396642116,0.4478793962770313,5.6410147988e-06,0.0023750820614991,0.0001324409799554,1.7e-05,1.4e-05,0.1458151469712871,0.0498681632417768,17.933135667661,False
63913,443,0.292762,3509,11985.845157499947,119738,408994.3366967024,474855.20054577856,689.0973810324479,919.7537313432836,1484.0,1484,-2.4564580457902547,-0.8188193485967515,0.7492194459771679,0.0052746536592254,0.0726268108843107,0.188603343283582,0.1981075,0.163654,-0.3925887671795478,0.343528002672795,0.385077006694997,4.21458988245e-05,0.0064919872785233,0.0049201707317073,0.004854,0.004922,0.0305780320578668,-0.000281773240489,1.3194638219943686,False
63777,443,0.301294,689,2286.802923390442,15410,51146.05667553951,461977.1475,679.6890079293618,804.95,927.0,1514,-0.5387022531311155,-1.0431976856004852,0.8443866177145931,0.0057405344348475,0.0757663146447515,0.10043495,0.0939385,0.093938,0.2572297476969872,0.085749848471085,0.7543819621033474,0.00010915917675,0.0104479269115935,0.0171245,0.019981,0.000868,-0.8202105616273861,1.5559546058808105,0.6101157354429918,False
63921,443,1.233523,2462,1995.9092777353967,11662,9454.221769679203,301732.62434963573,549.3019427870574,455.61290322580646,123.0,54,1.816557765324056,0.7311332291819252,1.2056329811950426,0.0900176208775754,0.3000293666919547,0.8512488064516129,0.869944,1.034541,-0.186933636742117,-0.6109141767331603,0.3524578999912044,0.00717234471925,0.08468969665343,0.085402,0.0827315,6.6e-05,0.094598284284627,1.0076314282859553,0.9916594067285314,False
34194,443,120.687319,15965,132.28398917370927,43026,356.5080437324157,45755.05337481863,213.9043089206448,164.32033426183844,87.0,56,1.0844148206082622,0.5063962236591673,1.3017519096559047,455.3237891991941,21.33831739381515,27.40161717827298,26.245916,0.0,0.1624825177557754,1.2841507918621209,0.778724746608551,0.0192611510322175,0.1387845489678788,0.0667700581395348,0.0150455,0.014994,1.1180904183686835,0.3730678848948686,2.078544677583616,True
34196,443,134.76939,4883,36.23226312740601,13467,99.92625179946275,67605.49517084652,260.01056742149257,165.3153153153153,68.0,56,1.1228233869152104,0.4204264326615183,1.572815966418838,782.1913686122493,27.96768436271136,15.657571684684685,6.291381,0.0,1.004679961688827,0.5598451227360299,1.7862082911661008,0.0137594207206093,0.1173005572050251,0.044979125,0.0150095,1.5e-05,0.7664829318999034,0.3833240529404215,2.6078888196474503,True
443,34194,120.817038,496,4.105381229425605,448,3.708086271739256,9.0,3.0,59.0,59.0,56,0.0,1.0,0.0508474576271186,1254.3465614333288,35.41675537698688,60.411958125,60.4085345,0.0,0.0002900004500884,1.705745133396791,0.5862540542669568,0.0002617634655,0.0161791058312874,15.082174,15.0890015,15.039628,-1.2659846726752073,2.6296879718608115,0.0010727303524868,True
443,34196,120.81697,496,4.1053835400771925,448,3.7080883587794,9.0,3.0,59.0,59.0,56,0.0,1.0,0.0508474576271186,1254.596501786059,35.42028376207705,60.4086029375,60.408491,0.0,9.4807964344e-06,1.705480490875594,0.5863450243787894,1.87900234375e-07,0.0004334746063785,15.088959625,15.0889415,15.088148,0.1254398739854217,1.8723703489340768,2.87279320212e-05,True
40278,443,0.526423,2165,4112.662250699533,5047,9587.347057404406,370821.3136094675,608.9509944235805,277.38461538461536,97.0,66,0.8886656744293362,0.3471291077941458,2.195330817389503,0.0321758071990724,0.1793761611783251,0.1955026538461538,0.136758,0.0,0.9824826241167028,1.0899032098908432,0.9175126661936822,8.53033281388e-05,0.0092359800854532,0.0207638333333333,0.024881,0.000112,-1.3373242347559553,2.236019690629278,0.4448109333754963,True
40332,443,1.314779,7173,5455.66973613056,10219,7772.408899138182,8434.544982698962,91.83977886895724,127.88235294117646,105.0,66,0.74746541933076,0.6738077301936245,0.7181583444214686,0.1673981646303163,0.4091432079728519,0.5623083088235294,0.4508505,0.0,0.8172527857110976,1.3743557215810864,0.7276136623854412,0.0001769333317184,0.0133016289122197,0.02274504,0.02522,1.2e-05,-0.5581932896338,1.7090418136019383,0.5848144875638704,True
43660,443,1.164517,1871,1606.6746986089513,4570,3924.3737961747233,525018.5850340137,724.5816620878655,306.7142857142857,66.0,66,0.9966341889774286,0.3322113963258096,2.362399457203101,0.2111992933076643,0.4595642428514912,0.5673143809523808,0.339076,0.0,1.4899225810272827,1.2344615356328088,0.810069792484365,0.0019401688917142,0.0440473482937881,0.049899,0.052313,1.5e-05,-0.1644139836000367,1.132508582974901,0.8827300806386539,False
40958,443,1.078365,2351,2180.1523602861735,4501,4173.911430730783,221724.9536,470.8767923777939,274.08,97.0,66,1.1281932101970646,0.4418990346694624,1.7180268256632878,0.1354175962578816,0.3679912991605665,0.43417328,0.286912,0.0,1.2005279500025225,1.1798465914558378,0.8475678170719454,0.0011489511340246,0.0338961817027329,0.0533294444444444,0.079901,2.2e-05,-2.3517299784901553,1.5726681226796213,0.6355997527415478,False
53154,443,0.803995,2574,3201.5124472167117,20438,25420.556097985685,1182660.1616161617,1087.501798442725,697.3333333333334,78.0,66,1.7085029217060688,0.5805354384125035,1.5595150073270434,0.0447905197379797,0.2116377086862825,0.2746693333333333,0.255459,0.0,0.2723096954589897,1.2978279487068374,0.7705181576621193,0.00019841102085,0.0140858446977808,0.0184715,0.0268385,0.001771,-1.7820017569805087,1.1856228971934577,0.762571783438314,False
49330,443,0.321871,2762,8581.077512419572,48842,151744.02167327903,3241146.040816327,1800.3183165252549,1053.142857142857,104.0,66,1.5816250633523052,0.5483157328800135,1.7094720856859444,0.0074426239929779,0.0862706438655579,0.1343059591836734,0.108563,0.0,0.8951930122530674,1.5567979229756606,0.6423441252340586,0.0001022860502906,0.0101136566231337,0.0077500588235294,9.5e-05,6e-06,2.2707095293366177,0.7657031588175355,1.3049780464153895,False
34588,443,0.44262,2371,5356.739415299806,6338,14319.280647056165,864420.8055555555,929.7423328834476,483.8333333333333,74.0,66,1.3224093993729442,0.4494076676464648,1.921616947055007,0.0209578771527561,0.1447683568766191,0.2579512777777777,0.264441,0.0,-0.1344849598815266,1.7818208574241143,0.5612236470537492,0.0009250416632222,0.0304144975829327,0.0679153333333333,0.0800775,1.2e-05,-1.1996417136436468,2.2325975679255547,0.4478296150540293,False
40378,443,95.406155,18744,196.46531190781135,31037,325.3144411909273,27944.79026408635,167.16695326554932,123.52605459057072,105.0,66,0.332470997921609,0.3441233656941094,1.3532930669535843,431.2895221730537,20.76751121759788,18.211296920595533,5.097189,0.0,1.8944168778610735,0.8769128245450869,1.140364209542455,0.0006176635532363,0.0248528379312371,0.0244835316455696,0.02488,0.024855,-0.0478579173365225,-0.0149467177735659,1.015083864983766,True
443,49172,0.022891,223,9741.819929229827,275,12013.45506967804,390.0,19.748417658131498,83.0,81.5,66,0.227866357593825,0.8608284620211167,0.2379327428690542,7.21287798888e-05,0.0084928664118122,0.0039016666666666,0.000108,0.0,1.3400658209071545,0.4594051616354229,2.1767278287429974,2.916e-09,5.4e-05,7.2e-05,7.2e-05,1.8e-05,0.0,1.0,0.75,False
39156,443,20.953036,4549,217.10457615784173,22581,1077.695852763294,594482.9660238752,771.0272148399661,411.06060606060606,97.0,66,1.2219825708452807,0.4475336271135729,1.875702033890076,41.48832222409874,6.4411429284016615,3.754500257575758,1.913391,0.0,0.8575074073224856,0.5828934863439552,1.7155793012411835,0.0001630290816115,0.0127682842078162,0.0140705454545454,0.0110785,0.025036,0.7030025505025576,-0.8588040778996683,0.9074477069182492,False
54526,443,116.047587,19430,167.4313141901003,591748,5099.184009745933,4417629.439055813,2101.815748122516,1427.9859813084113,573.0,66,1.2203533759876086,0.6480044611546132,1.4718742169980543,411.6050027167237,20.288050737237516,5.105673457943925,0.3305845,0.0,0.7060938016848803,0.2516591428161585,3.973628729755778,9.14180878983e-05,0.0095612806620443,0.0044816273291925,0.000746,1.7e-05,1.1721109738014337,0.4669486742415041,2.1334394762732356,False
41928,443,26.702399,21714,813.1853621092247,440341,16490.690593006268,1416742.657384073,1190.2699934821817,931.5625,105.0,66,2.083298338678249,0.7271984547537512,1.2777135119567198,33.76851343022688,5.811068183236785,2.3534860362903225,0.7595215,0.0,0.8228940804145644,0.4050005888899108,2.4691322122295105,0.0001163780681971,0.0107878667120598,0.0058781121951219,0.000797,0.000996,1.4130075011332164,0.4525558505153024,1.8352604295325137,False
